who_is,https,js_len,www_count,embed_url_count,http_count,-_count,suspicious,letter_count,special-Count,tld_length,if_org_or_gov,if_porn_u,if_ali_u,if_porn_d,if_safety_d,if_apple_d,if_cn,if_korea
0,0,789.3,1,-1,1,0,0,16,6,3,0,0,0,0,0,0,0,0
0,0,418.5,1,-1,1,1,0,19,6,2,0,0,0,0,0,0,0,0
0,0,540.9,1,-1,1,2,0,33,9,3,0,0,0,0,0,0,0,0
0,0,819.0,1,-1,1,0,0,22,6,3,1,0,0,0,0,0,0,0
0,0,408.6,1,-1,1,0,0,24,7,5,0,0,0,0,0,0,0,0
0,0,641.7,1,-1,1,1,0,25,10,5,0,0,0,0,0,0,0,0
0,0,745.2,1,-1,1,2,0,29,8,2,0,0,0,0,0,0,0,0
1,0,691.2,1,-1,1,0,0,26,5,3,0,0,0,0,0,0,0,0
0,0,518.4,1,-1,1,0,0,24,6,2,0,0,0,0,0,0,0,0
0,0,741.6,0,-1,1,0,0,17,5,3,0,0,0,0,0,0,0,0
0,1,678.6,1,-1,1,0,0,26,7,3,0,0,0,0,0,0,0,0
0,0,0.0,1,-1,1,0,1,54,9,3,0,1,0,1,0,0,0,0
0,0,322.2,1,-1,1,0,0,31,8,3,0,0,0,0,0,0,1,0
0,0,798.3,1,-1,1,0,0,14,5,2,0,0,0,0,0,0,0,0
0,1,425.7,1,-1,1,0,0,41,9,3,0,0,0,0,0,0,1,0
0,0,801.0,1,-1,1,0,0,22,6,3,0,0,0,0,0,0,0,0
0,0,366.3,0,-1,1,0,0,26,7,3,0,0,0,0,0,0,0,0
0,0,529.2,1,-1,1,0,0,19,6,2,0,0,0,0,0,0,0,0
0,0,755.1,1,-1,1,0,0,42,8,3,0,0,0,0,0,0,0,0
0,0,622.8,1,-1,1,1,0,24,7,3,0,0,0,0,0,0,0,0
0,0,323.1,1,-1,1,0,0,38,9,3,0,0,0,0,0,0,0,0
0,0,782.1,1,-1,1,0,0,19,6,3,0,0,0,0,0,0,0,0
0,0,834.3,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,0,0
1,0,511.2,1,-1,1,0,0,26,5,3,0,0,0,0,0,0,0,0
0,0,766.8,1,-1,1,0,0,21,6,3,0,0,0,0,0,0,0,0
0,0,633.6,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,0,0
0,0,486.0,1,-1,1,2,0,42,11,3,0,0,0,0,0,0,1,0
1,0,738.0,1,-1,1,0,1,20,6,3,0,1,0,1,0,0,0,0
0,0,844.2,1,-1,1,0,0,20,6,3,0,0,0,0,0,0,0,0
0,0,422.1,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,0,0
0,0,756.0,1,-1,1,0,0,29,8,3,0,0,0,0,0,0,0,0
0,0,478.8,1,-1,1,0,1,46,9,3,0,1,0,1,0,0,0,0
0,0,802.8,1,-1,1,0,0,22,7,5,0,0,0,0,0,0,1,0
0,0,734.4,1,-1,1,0,0,25,6,3,0,0,0,0,0,0,0,0
1,0,360.9,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,0,0
0,0,427.5,1,-1,1,0,0,21,6,3,0,0,0,0,0,0,0,0
0,0,604.8,1,-1,1,0,0,23,7,5,0,0,0,0,0,0,0,0
0,0,706.5,1,-1,1,0,0,20,6,3,0,0,0,0,0,0,0,0
0,0,477.9,1,-1,1,0,0,25,6,3,0,0,0,0,0,0,0,0
0,0,832.5,1,-1,1,2,0,25,7,3,0,0,0,0,0,0,0,0
0,0,356.4,1,-1,1,0,0,25,7,3,0,0,0,0,0,0,0,0
0,0,805.5,1,-1,1,0,0,19,6,3,0,0,0,0,0,0,0,0
0,0,604.8,0,-1,1,0,0,22,6,2,0,0,0,0,0,0,0,0
0,0,0.0,0,-1,1,0,0,14,5,3,0,0,0,0,0,0,1,0
0,0,654.3,1,-1,1,0,1,35,8,3,0,0,0,0,0,0,0,0
0,0,423.0,0,-1,1,0,0,26,6,3,0,0,0,0,0,0,1,0
0,0,754.2,0,-1,1,0,0,53,10,3,0,0,0,0,0,0,0,0
1,0,589.5,0,-1,1,0,0,31,6,3,1,0,0,0,0,0,0,0
0,0,584.1,1,-1,1,0,0,28,6,3,0,0,0,0,0,0,0,0
0,0,801.0,1,-1,1,0,0,21,6,3,0,0,0,0,0,0,0,0
0,1,342.9,1,-1,1,0,1,36,8,3,0,0,0,0,0,0,0,0
0,0,490.5,1,-1,1,1,0,36,10,3,0,0,0,0,0,0,0,0
0,0,616.5,1,-1,1,0,0,32,8,3,0,0,0,0,0,0,0,0
0,0,547.2,0,-1,1,0,0,37,7,3,0,0,0,0,0,0,0,0
0,0,765.0,1,-1,1,2,0,26,9,5,0,0,0,0,0,0,0,0
0,0,724.5,0,-1,1,0,0,33,8,3,0,0,0,0,0,0,0,0
0,0,372.6,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,0,0
0,0,390.6,1,-1,1,2,0,31,8,3,0,0,0,0,0,0,0,0
0,0,707.4,1,-1,1,1,0,13,7,3,0,0,0,0,0,0,0,0
0,0,0.0,1,-1,1,0,0,16,6,3,0,0,0,0,0,0,1,0
0,0,853.2,0,-1,1,1,0,19,6,2,0,0,0,0,0,0,0,0
0,0,539.1,1,-1,1,0,0,30,8,6,0,0,0,0,0,0,0,0
0,0,543.6,1,-1,1,1,1,42,9,3,0,1,0,1,0,0,0,0
0,1,503.1,1,-1,1,0,0,43,9,3,0,0,0,0,0,0,0,0
1,1,315.9,1,-1,1,1,0,27,8,5,0,0,0,0,0,0,0,0
0,0,475.2,1,-1,1,0,0,25,6,3,0,0,0,0,0,0,0,0
0,0,407.7,1,-1,1,1,0,47,10,3,0,0,0,0,0,0,0,0
0,0,511.2,1,-1,1,0,0,25,5,3,0,0,0,0,0,0,0,0
0,0,849.6,1,-1,1,2,0,31,8,3,0,0,0,0,0,0,0,0
0,0,746.1,1,-1,1,0,0,17,6,3,0,0,0,0,0,0,0,0
0,0,633.6,1,-1,1,1,0,36,9,3,0,0,0,0,0,0,0,0
0,1,369.0,1,-1,1,3,0,33,10,3,0,0,0,0,0,0,0,0
0,0,612.9,1,-1,1,7,0,57,14,3,0,0,0,0,0,0,0,0
0,0,347.4,1,-1,1,7,1,61,15,3,1,1,0,0,0,0,0,0
0,0,360.9,1,-1,1,0,0,20,6,3,0,0,0,0,0,0,0,0
0,0,734.4,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,0,0
0,0,637.2,1,-1,1,0,0,42,8,3,0,0,0,0,0,0,0,0
0,0,846.9,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,0,0
0,0,612.9,1,-1,1,1,0,23,7,3,0,0,0,0,0,0,0,0
0,0,515.7,1,-1,1,0,0,32,8,2,0,0,0,0,0,0,0,0
0,0,842.4,1,-1,1,1,0,20,7,2,0,0,0,0,0,0,0,0
0,0,751.5,1,-1,1,5,1,43,12,3,0,1,0,1,0,0,0,0
0,0,377.1,1,-1,1,0,0,15,5,3,0,0,0,0,0,0,0,0
0,0,385.2,1,-1,1,8,1,57,15,3,0,1,0,1,0,0,0,0
0,0,581.4,0,-1,1,0,0,20,5,2,0,0,0,0,0,0,0,0
0,0,610.2,1,-1,1,4,0,31,10,3,0,0,0,0,0,0,0,0
0,0,837.0,1,-1,1,6,1,51,14,3,0,1,0,1,0,0,0,0
0,1,651.6,0,-1,1,1,0,37,11,3,0,0,0,0,0,0,1,0
1,0,656.1,1,-1,1,1,0,25,6,3,0,0,0,0,0,0,0,0
0,0,669.6,1,-1,1,2,0,38,10,3,0,0,0,0,0,0,1,0
0,0,373.5,1,-1,1,1,0,29,9,3,0,0,0,0,0,0,0,0
0,0,751.5,1,-1,1,0,0,33,7,3,1,0,0,0,0,0,0,0
0,0,832.5,1,-1,1,0,0,20,7,5,0,0,0,0,0,0,0,0
0,0,843.3,1,-1,1,0,0,15,6,3,0,0,0,0,0,0,0,0
0,0,362.7,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,0,0
0,0,725.4,1,-1,1,0,0,15,7,5,0,0,0,0,0,0,0,0
0,0,668.7,0,-1,1,1,0,34,8,3,0,0,0,0,0,0,0,0
0,0,818.1,1,-1,1,1,0,25,7,2,0,0,0,0,0,0,1,0
1,0,583.2,1,-1,1,2,0,26,8,3,0,0,0,0,0,0,0,0
0,0,580.5,1,-1,1,0,0,19,5,3,0,0,0,0,0,0,0,0
0,0,530.1,1,-1,1,0,0,15,6,3,0,0,0,0,0,0,0,0
0,0,496.8,1,-1,1,0,0,18,6,2,0,0,0,0,0,0,0,0
1,0,0.0,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,1,0
0,0,806.4,0,-1,1,2,0,24,7,3,0,0,0,0,0,0,0,0
0,0,644.4,1,-1,1,0,0,18,6,2,0,0,0,0,0,0,0,0
0,0,542.7,1,-1,1,0,0,20,6,2,0,0,0,0,0,0,0,0
0,0,612.0,1,-1,1,0,0,38,8,3,0,0,0,0,0,0,0,0
0,0,768.6,1,-1,1,0,0,18,6,2,0,0,0,0,0,0,0,0
0,0,814.5,1,-1,1,0,0,21,5,3,1,0,0,0,0,0,0,0
0,0,700.2,1,-1,1,2,1,38,9,3,0,1,0,1,0,0,0,0
0,0,369.9,1,-1,1,0,0,21,7,6,0,0,0,0,0,0,0,0
0,0,0.0,0,-1,1,3,0,41,9,3,0,0,0,0,0,0,1,0
0,0,825.3,0,-1,1,0,0,36,6,3,0,0,0,0,0,0,0,0
0,0,502.2,1,-1,1,2,0,26,9,5,0,0,0,0,0,0,0,0
0,0,455.4,1,-1,1,0,0,25,6,3,0,0,0,0,0,0,0,0
0,0,732.6,1,-1,1,1,0,39,9,3,0,0,0,0,0,0,0,0
0,0,625.5,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,0,0
0,0,350.1,0,-1,1,0,0,24,5,12,0,0,0,0,0,0,0,0
0,0,0.0,1,-1,1,0,0,21,6,3,0,0,0,0,0,0,0,0
0,0,706.5,1,-1,1,0,0,15,6,2,0,0,0,0,0,0,0,0
0,0,681.3,1,-1,1,0,0,29,8,2,0,0,0,0,0,0,0,0
0,0,353.7,1,-1,1,8,1,52,15,3,0,1,0,1,0,0,0,0
0,0,359.1,1,-1,1,0,0,38,9,3,0,0,0,0,0,0,0,0
0,0,792.9,1,-1,1,1,0,22,6,3,1,0,0,0,0,0,0,0
0,0,527.4,1,-1,1,0,0,24,8,5,0,0,0,0,0,0,0,0
0,0,827.1,1,-1,1,3,0,58,12,3,0,0,0,0,0,0,0,0
1,0,441.9,0,-1,1,0,0,20,7,3,0,0,0,0,0,0,0,0
0,0,341.1,1,-1,1,1,0,16,7,3,0,0,0,0,0,0,0,0
0,0,648.9,1,-1,1,1,1,21,8,3,0,1,0,1,0,0,0,0
0,0,536.4,1,-1,1,0,0,42,8,3,1,0,0,0,0,0,0,0
0,0,486.0,1,-1,1,0,0,38,7,4,0,0,0,0,0,0,0,0
0,0,831.6,1,-1,1,0,1,31,8,3,0,0,1,0,0,0,0,0
0,0,419.4,1,-1,1,0,0,33,7,3,0,0,0,0,0,0,1,0
0,1,803.7,1,-1,1,1,0,23,7,3,0,0,0,0,0,0,0,0
0,0,620.1,0,-1,1,2,0,23,7,3,0,0,0,0,0,0,1,0
0,0,549.9,1,-1,1,0,0,17,5,2,0,0,0,0,0,0,0,0
0,0,780.3,1,-1,1,0,0,20,6,3,0,0,0,0,0,0,0,0
0,0,778.5,1,-1,1,1,0,27,8,3,0,0,0,0,0,0,0,0
0,0,531.0,1,-1,1,0,0,17,6,5,0,0,0,0,0,0,1,0
0,0,730.8,1,-1,1,3,1,46,11,3,0,1,0,0,0,0,0,0
0,0,355.5,1,-1,1,1,0,40,11,3,0,0,0,0,0,0,0,0
0,1,459.9,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,0,0
0,0,454.5,1,-1,1,0,0,26,6,6,0,0,0,0,0,0,0,0
0,0,773.1,1,-1,1,0,0,28,5,3,0,0,0,0,0,0,0,0
0,0,670.5,1,-1,1,1,0,16,6,2,0,0,0,0,0,0,0,0
0,0,845.1,1,-1,1,4,1,38,10,3,0,1,0,1,0,0,0,0
0,0,441.0,1,-1,1,0,0,35,9,3,0,0,0,0,0,0,0,0
0,0,712.8,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,0,0
0,0,696.6,0,-1,1,0,0,21,5,2,0,0,0,0,0,0,0,0
0,0,477.0,0,-1,1,0,0,40,9,3,0,0,0,0,0,0,0,0
0,0,700.2,1,-1,1,1,0,23,7,2,0,0,0,0,0,0,0,0
0,0,689.4,1,-1,1,0,0,17,6,3,0,0,0,0,0,0,0,0
0,0,498.6,1,-1,1,0,0,34,8,3,0,0,0,0,0,0,0,0
0,0,527.4,1,-1,1,0,0,20,7,3,0,0,0,0,0,0,0,0
0,1,664.2,1,-1,1,1,0,30,10,3,0,0,0,0,0,0,0,0
0,0,384.3,1,-1,1,0,0,31,7,3,0,0,0,0,0,0,1,0
0,0,503.1,1,-1,1,0,0,42,9,5,0,0,0,0,0,0,1,0
0,0,835.2,1,-1,1,0,0,15,5,3,0,0,0,0,0,0,0,0
0,0,792.9,1,-1,1,0,0,21,6,3,0,0,0,0,0,0,0,0
0,0,398.7,1,-1,1,0,0,21,5,3,0,0,0,0,0,0,0,0
0,0,689.4,1,-1,1,0,0,22,7,3,0,0,0,0,0,0,0,0
0,0,662.4,1,-1,1,0,0,29,10,5,0,0,0,0,0,0,1,0
0,1,635.4,1,-1,1,1,0,18,7,3,0,0,0,0,0,0,1,0
1,0,830.7,1,-1,1,0,0,19,6,3,0,0,0,0,0,0,0,0
0,0,463.5,1,-1,1,0,1,37,9,3,0,1,0,1,0,0,0,0
0,0,772.2,1,-1,1,0,0,18,6,2,0,0,0,0,0,0,0,0
0,1,670.5,1,-1,1,0,0,18,6,3,0,0,0,0,0,0,1,0
0,0,710.1,1,-1,1,1,0,40,9,3,0,0,0,0,0,0,0,0
0,0,389.7,1,-1,1,0,0,21,6,2,0,0,0,0,0,0,0,0
0,0,379.8,1,-1,1,0,0,12,5,6,0,0,0,0,0,0,0,0
0,0,567.0,1,-1,1,1,0,21,7,3,0,0,0,0,0,0,0,0
0,0,328.5,0,-1,1,0,0,32,8,3,0,0,0,0,0,0,0,0
0,0,530.1,0,-1,1,0,0,19,6,2,0,0,0,0,0,0,1,0
0,0,406.8,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,1,0
0,0,341.1,0,-1,1,0,1,36,8,3,0,0,0,0,0,0,0,0
0,1,621.0,1,-1,1,1,0,33,8,3,0,0,0,0,0,0,0,0
0,0,697.5,1,-1,1,0,0,29,7,3,0,0,0,0,0,0,0,0
0,0,837.0,1,-1,1,7,0,52,14,3,0,0,0,0,0,0,0,0
0,0,566.1,1,-1,1,0,1,35,8,3,0,1,0,1,0,0,0,0
0,0,653.4,0,-1,1,0,0,56,7,3,0,0,0,0,0,0,0,0
0,0,768.6,0,-1,1,0,0,20,8,2,0,0,0,0,0,0,0,0
0,0,629.1,1,-1,1,0,0,34,8,6,0,0,0,0,0,0,0,0
0,0,459.0,0,-1,1,0,0,35,8,3,0,0,0,0,0,0,0,0
0,0,360.0,1,-1,1,0,0,24,7,3,0,0,0,0,0,0,0,0
0,0,492.3,1,-1,1,0,0,18,6,2,0,0,0,0,0,0,1,0
0,0,350.1,1,-1,1,0,0,24,5,3,0,0,0,0,0,0,0,0
0,0,594.9,1,-1,1,0,0,22,7,5,0,0,0,0,0,0,0,0
0,0,414.0,1,-1,1,0,0,15,6,2,0,0,0,0,0,0,0,0
0,0,515.7,1,-1,1,0,0,24,5,3,0,0,0,0,0,0,0,0
0,0,805.5,1,-1,1,0,0,32,9,3,0,0,0,0,0,0,0,0
0,0,591.3,1,-1,1,0,0,26,6,3,0,0,0,0,0,0,0,0
0,0,603.9,1,-1,1,0,0,29,5,3,0,0,0,0,0,0,1,0
0,0,411.3,1,-1,1,7,0,53,14,3,0,0,0,0,0,0,0,0
0,0,443.7,1,-1,1,0,0,37,8,3,0,0,0,0,0,0,0,0
0,0,383.4,1,-1,1,7,1,59,14,3,0,1,0,0,0,0,0,0
1,0,728.1,1,-1,1,0,0,21,6,3,0,0,0,0,0,0,0,0
0,0,730.8,1,-1,1,1,0,27,7,2,0,0,0,0,0,0,0,0
0,0,648.9,0,-1,1,0,0,21,6,3,0,0,0,0,0,0,0,0
0,0,802.8,0,-1,1,0,0,29,8,3,0,0,0,0,0,0,0,0
0,0,322.2,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,0,0
0,1,768.6,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,0,0
0,0,500.4,1,-1,1,0,0,18,6,2,0,0,0,0,0,0,0,0
0,1,710.1,0,-1,1,0,0,37,6,3,0,0,0,0,0,0,0,0
0,0,662.4,1,-1,1,2,0,36,9,3,0,0,0,0,0,0,0,0
0,0,541.8,1,-1,1,0,0,39,9,3,0,0,0,0,0,0,0,0
0,0,458.1,1,-1,1,0,0,23,7,3,0,0,0,0,0,0,1,0
0,0,589.5,1,-1,1,1,0,40,12,3,0,0,0,0,0,0,0,0
0,0,440.1,1,-1,1,0,0,27,7,3,0,0,0,0,0,0,0,0
0,0,363.6,1,-1,1,0,0,36,9,3,0,0,0,0,0,0,0,0
0,0,383.4,1,-1,1,0,0,23,6,3,0,0,0,0,0,0,0,0
0,0,500.4,1,-1,1,0,0,25,8,3,1,0,0,0,0,0,0,0
0,0,0.0,1,-1,1,0,0,22,6,3,0,0,0,0,0,0,0,0
0,0,623.7,0,-1,1,0,0,23,8,2,0,0,0,0,0,0,0,0
0,0,315.0,1,-1,1,1,0,33,9,3,0,0,0,0,0,0,0,0
0,0,519.3,1,-1,1,0,0,14,6,3,0,0,0,0,0,0,0,0
0,0,797.4,1,-1,1,0,1,37,7,3,0,0,0,0,0,0,0,0
0,0,327.6,1,-1,1,3,0,32,10,3,0,0,0,0,0,0,1,0
0,0,416.7,1,-1,1,4,1,30,11,3,0,1,0,1,0,0,0,0
0,0,523.8,1,-1,1,0,0,25,7,12,0,0,0,0,0,0,0,0
0,0,429.3,1,-1,1,0,0,22,6,3,0,0,0,0,0,0,0,0
0,0,564.3,1,-1,1,0,0,26,9,5,0,0,0,0,0,0,0,0
0,1,806.4,1,-1,1,0,1,28,7,3,0,0,0,0,0,0,0,0
1,0,576.0,1,-1,1,0,0,22,5,3,0,0,0,0,0,0,0,0
0,0,0.0,1,-1,1,0,0,26,6,3,0,0,0,0,0,0,0,0
0,0,576.9,1,-1,1,0,1,44,9,3,0,1,0,0,0,0,0,0
0,0,544.5,1,-1,1,2,0,41,10,3,0,0,0,0,0,0,0,0
1,0,666.0,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,0,0
0,0,678.6,1,-1,1,0,0,32,7,3,0,0,0,0,0,0,0,0
0,0,575.1,1,-1,1,0,0,22,6,3,0,0,0,0,0,0,0,0
0,0,364.5,1,-1,1,1,0,28,9,3,0,0,0,0,0,0,0,0
0,0,427.5,1,-1,1,5,0,55,13,3,0,0,0,0,0,0,0,0
0,0,458.1,1,-1,1,0,1,60,10,3,0,1,0,1,0,0,0,0
0,0,576.9,1,-1,1,0,0,24,6,3,0,0,0,0,0,0,0,0
0,0,326.7,1,-1,1,3,0,48,10,3,0,0,0,0,0,0,0,0
0,0,315.9,1,-1,1,1,0,36,9,3,0,0,0,0,0,0,1,0
0,1,349.2,1,-1,1,0,0,31,8,3,0,0,0,0,0,0,0,0
0,0,702.9,1,-1,1,0,0,49,10,3,0,0,0,0,0,0,0,0
