url_len,who_is,https,js_len,js_obf_len,dot_count,www_count,embed_url_count,https_count,space_count,=_count,suspicious,tld_length,if_com,if_porn_u,if_safety_u,if_porn_d,if_google_d,if_cn,if_japan,if_korea
25,0,1,799.2,479.52,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
32,0,0,760.5,501.93,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
41,0,0,515.7,278.478,3,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
27,1,0,337.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
21,0,0,684.9,623.259,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,1,0
57,0,0,838.8,486.504,3,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
49,0,0,584.1,262.845,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
37,0,0,418.5,263.655,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
23,0,0,576.0,408.96,2,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
24,0,0,321.3,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,0,0,735.3,676.476,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
32,0,0,543.6,233.748,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,1,774.0,634.68,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
33,0,0,474.3,232.407,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
33,0,0,519.3,389.475,2,0,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
41,0,0,629.1,459.243,2,1,-1,0,0,0,1,2,0,1,0,1,0,0,0,0
39,0,0,381.6,251.856,2,1,-1,0,0,0,1,3,1,1,0,1,0,1,0,0
31,0,0,608.4,292.032,3,1,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
32,0,0,775.8,574.092,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
50,1,0,580.5,342.495,4,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
32,0,0,420.3,247.977,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
34,0,0,683.1,573.804,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
40,0,1,797.4,653.868,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
51,0,0,378.0,313.74,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
41,0,1,721.8,332.028,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
46,0,0,683.1,546.48,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
66,0,0,568.8,352.656,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,398.7,310.986,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
35,0,0,396.0,336.6,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,0,401.4,337.176,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
33,0,0,0.0,0.0,3,1,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
21,0,0,571.5,268.605,2,0,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
30,0,0,476.1,447.534,2,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
48,0,0,672.3,584.901,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
24,0,0,633.6,456.192,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
48,0,0,388.8,233.28,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
26,0,1,634.5,437.805,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
28,0,0,481.5,356.31,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
60,1,0,458.1,421.452,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
27,0,0,823.5,658.8,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
39,0,0,378.0,336.42,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
55,0,1,459.0,261.63,3,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
56,0,0,639.9,575.91,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
49,0,0,590.4,366.048,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
21,0,0,668.7,581.769,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
22,0,0,0.0,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
26,1,0,546.3,382.41,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,0,0,379.8,193.698,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
26,0,0,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
28,0,0,528.3,306.414,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,0,547.2,454.176,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
49,0,0,377.1,256.428,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
47,0,0,733.5,447.435,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,0,624.6,331.038,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
26,0,0,400.5,188.235,2,1,-1,0,0,0,1,2,0,1,0,1,0,1,0,0
22,0,0,630.0,535.5,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,0,0,440.1,180.441,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
40,0,0,439.2,360.144,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
28,0,0,698.4,572.688,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
46,0,0,361.8,180.9,2,0,-1,0,0,1,0,3,1,0,0,0,0,0,0,0
37,0,0,552.6,265.248,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
43,0,0,511.2,393.624,3,0,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
28,0,0,355.5,145.755,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
27,0,0,672.3,625.239,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
40,0,0,615.6,301.644,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
49,0,0,831.6,665.28,3,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
28,0,0,648.0,408.24,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
37,0,0,759.6,607.68,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
37,0,0,852.3,647.748,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
35,0,1,793.8,722.358,3,1,-1,0,0,0,0,2,0,0,0,0,0,0,1,0
52,0,0,710.1,610.686,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
22,0,0,340.2,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
34,0,0,756.0,453.6,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,1,1,625.5,525.42,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
33,0,0,826.2,570.078,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
37,0,0,369.0,321.03,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
57,0,0,762.3,388.773,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
32,0,0,787.5,645.75,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
29,0,0,844.2,464.31,3,0,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
45,0,0,664.2,312.174,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,0,572.4,297.648,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
27,0,0,427.5,252.225,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
64,0,0,459.9,193.158,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
45,1,0,426.6,251.694,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,396.9,333.396,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,668.7,494.838,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
36,0,0,517.5,419.175,2,0,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
22,0,0,592.2,325.71,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
26,0,0,353.7,155.628,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
23,0,0,513.9,364.869,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
38,0,0,673.2,545.292,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
34,0,0,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,1,0,739.8,606.636,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
25,0,0,355.5,167.085,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,0,0,315.9,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
24,0,0,498.6,224.37,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
36,0,0,500.4,285.228,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
28,0,0,653.4,490.05,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
45,0,0,577.8,502.686,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,1,0
54,0,0,475.2,242.352,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
24,0,0,672.3,349.596,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,441.9,318.168,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
44,0,0,706.5,494.55,3,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
35,0,0,343.8,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
26,0,0,323.1,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
24,0,0,639.9,479.925,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,635.4,266.868,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
69,0,0,387.0,224.46,3,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
46,0,0,757.8,628.974,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,429.3,197.478,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
47,1,0,700.2,476.136,2,0,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
27,0,0,429.3,343.44,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
78,0,1,579.6,347.76,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,0,0,805.5,354.42,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,0,835.2,751.68,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
47,0,0,541.8,260.064,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
81,1,0,646.2,336.024,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
39,0,0,754.2,437.436,2,0,-1,0,0,0,1,3,1,0,0,0,0,1,0,0
54,0,1,493.2,345.24,3,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
26,0,0,488.7,400.734,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
35,0,0,687.6,412.56,3,0,-1,0,0,0,0,5,0,0,0,0,0,0,1,0
27,0,0,645.3,438.804,2,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
28,0,0,707.4,622.512,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
72,0,1,497.7,457.884,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
56,0,0,715.5,672.57,3,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
25,0,1,646.2,432.954,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
48,0,0,510.3,367.416,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
42,0,0,642.6,417.69,3,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
50,0,0,510.3,326.592,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
41,1,1,517.5,357.075,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,1,735.3,455.886,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,0,0,803.7,425.961,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,0,436.5,240.075,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,1,0
35,0,0,500.4,265.212,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
50,0,0,834.3,642.411,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
46,0,1,0.0,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
41,0,0,512.1,435.285,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
37,0,0,551.7,435.843,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
51,0,0,414.0,310.5,2,0,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
22,0,0,575.1,368.064,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
20,0,0,559.8,436.644,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,0,496.8,312.984,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
72,0,1,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
49,0,0,459.0,422.28,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
64,0,0,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
51,0,0,324.9,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
39,0,0,585.9,521.451,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,681.3,374.715,3,1,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
66,0,0,326.7,0.0,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
31,0,0,495.9,391.761,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
30,0,0,830.7,506.727,3,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
21,1,0,809.1,501.642,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,0,0,379.8,303.84,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
35,0,0,570.6,308.124,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,1,0,828.0,529.92,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
33,0,0,322.2,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
20,1,0,585.0,503.1,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,1,0
32,0,1,793.8,579.474,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
90,0,0,798.3,606.708,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
22,0,0,620.1,279.045,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
49,0,0,391.5,368.01,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
34,0,0,837.0,502.2,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
40,0,1,603.9,392.535,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,0,0,387.0,158.67,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
45,0,0,414.9,385.857,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
41,1,0,560.7,375.669,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
28,0,1,601.2,288.576,2,1,-1,0,0,0,0,4,0,0,0,0,0,0,0,0
31,0,0,441.0,291.06,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
40,0,0,430.2,395.784,2,0,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
20,0,0,635.4,317.7,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
40,0,0,630.0,441.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,0,0,741.6,444.96,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
26,0,0,576.9,369.216,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
33,0,0,409.5,286.65,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,0,0,737.1,545.454,4,1,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
30,0,0,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,593.1,533.79,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
41,0,0,390.6,347.634,3,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
44,0,0,464.4,352.944,3,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
21,0,0,548.1,230.202,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,0,0,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
22,0,0,498.6,468.684,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
37,0,1,558.0,340.38,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
57,0,1,497.7,313.551,2,1,-1,0,0,0,1,3,1,1,0,0,0,0,0,0
58,0,0,387.0,247.68,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,1,812.7,422.604,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
30,1,0,825.3,585.963,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,705.6,529.2,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
43,0,0,737.1,508.599,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
19,0,0,535.5,358.785,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
27,0,0,732.6,681.318,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
46,0,1,805.5,612.18,2,1,-1,0,0,0,1,3,0,1,0,1,0,1,0,0
47,0,0,481.5,298.53,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
22,0,1,427.5,290.7,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
59,0,0,604.8,471.744,3,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
47,0,0,469.8,202.014,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
21,0,1,820.8,664.848,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,0,0,395.1,312.129,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
38,1,0,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,374.4,198.432,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
24,1,0,344.7,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
42,1,0,478.8,445.284,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
46,0,0,664.2,332.1,4,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
43,0,0,651.6,436.572,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
50,0,0,688.5,337.365,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
45,0,1,396.0,356.4,3,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
50,0,0,506.7,228.015,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,1,0,508.5,345.78,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
27,0,0,730.8,336.168,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,0,0,317.7,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,624.6,499.68,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
62,0,0,645.3,412.992,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
47,0,0,838.8,746.532,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,693.0,325.71,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,0,832.5,532.8,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
39,0,0,388.8,303.264,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,0,0,336.6,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
71,0,0,659.7,606.924,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
29,0,0,529.2,349.272,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
40,0,1,740.7,496.269,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
33,0,0,709.2,340.416,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
30,1,0,631.8,284.31,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,0,334.8,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,1,0,0
31,0,1,748.8,681.408,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,0,0,351.9,299.115,3,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
44,0,0,362.7,290.16,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
53,0,0,675.9,446.094,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,323.1,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
29,0,0,696.6,278.64,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
37,0,0,740.7,644.409,2,0,-1,0,0,0,0,12,0,0,0,0,0,0,0,0
36,0,0,487.8,419.508,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
60,0,0,603.9,525.393,2,0,-1,0,0,1,0,3,1,0,0,0,0,0,0,0
41,0,0,845.1,371.844,2,0,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
31,0,0,621.0,329.13,3,1,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
31,0,0,387.0,348.3,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,784.8,510.12,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
62,0,0,672.3,349.596,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
68,1,0,661.5,502.74,3,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
25,0,0,497.7,323.505,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,458.1,361.899,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
29,0,0,522.9,313.74,2,1,-1,0,0,0,1,3,0,1,0,1,0,0,1,0
46,0,0,351.9,168.912,2,0,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
29,0,0,828.0,331.2,3,0,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
46,0,0,793.8,674.73,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
36,0,0,467.1,364.338,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
53,0,0,629.1,465.534,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
45,0,0,683.1,635.283,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
47,0,0,496.8,447.12,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,1,0,765.0,512.55,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,649.8,285.912,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
68,0,0,434.7,199.962,2,1,-1,0,0,0,1,3,1,1,0,1,0,1,0,0
82,0,0,680.4,367.416,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
22,0,0,393.3,361.836,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
28,0,0,788.4,607.068,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
31,1,0,519.3,275.229,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,0,830.7,332.28,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,0,744.3,334.935,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
22,0,0,598.5,269.325,2,0,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
33,0,0,641.7,333.684,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
25,0,0,652.5,522.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,1,0,0
41,0,0,559.8,403.056,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
36,0,0,396.9,206.388,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
27,0,0,683.1,587.466,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
39,0,0,357.3,325.143,2,0,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
52,0,0,658.8,592.92,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
38,0,0,770.4,416.016,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
43,0,0,568.8,324.216,2,1,-1,0,0,0,1,3,1,1,0,1,0,0,0,0
28,0,1,455.4,414.414,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
69,0,0,515.7,391.932,4,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
56,0,0,689.4,358.488,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,542.7,455.868,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
27,0,1,837.0,343.17,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
27,0,0,410.4,250.344,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
21,0,0,368.1,161.964,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
37,0,0,552.6,221.04,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
29,0,0,377.1,286.596,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
40,0,0,366.3,333.333,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
40,1,0,776.7,559.224,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
52,0,0,344.7,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
34,0,0,611.1,311.661,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
57,0,0,344.7,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,0,0,693.9,360.828,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
29,0,0,743.4,602.154,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,0,437.4,183.708,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,1,467.1,247.563,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,0,0,772.2,316.602,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
50,1,0,430.2,249.516,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
33,0,0,454.5,249.975,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
75,0,0,649.8,409.374,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
24,0,0,383.4,176.364,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,0,0,588.6,323.73,5,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
19,0,1,456.3,387.855,1,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
23,0,1,564.3,259.578,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
21,0,0,747.0,664.83,2,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
41,1,1,828.0,695.52,3,1,-1,0,0,0,0,2,0,0,0,0,0,0,1,0
