url_len,who_is,https,js_len,js_obf_len,dot_count,www_count,embed_url_count,https_count,space_count,=_count,suspicious,tld_length,if_com,if_porn_u,if_safety_u,if_porn_d,if_google_d,if_cn,if_japan,if_korea
45,1,0,159.5,0.0,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
36,1,1,140.5,0.0,2,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
25,1,0,0.0,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,1,0,132.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
23,1,1,153.5,0.0,1,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
30,1,1,138.0,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
23,1,1,173.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,1,1,56.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,0,0,188.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
22,1,1,84.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,1,1,148.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,1,1,52.0,0.0,2,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
28,1,1,157.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
42,1,1,176.0,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
42,1,1,153.5,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
29,0,1,118.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,1,1,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
34,1,1,172.0,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,1,0,148.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,0,1,55.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
51,1,1,71.5,0.0,2,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
58,1,1,193.0,0.0,3,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
56,1,1,43.0,0.0,3,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
37,0,0,174.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
38,1,0,75.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
17,1,1,163.0,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,1,1,114.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
31,1,1,30.5,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
50,1,1,73.0,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
23,0,1,43.0,0.0,3,0,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
64,1,1,110.5,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
32,1,0,71.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,1,1,139.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
27,1,1,110.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
26,1,1,131.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
35,1,1,158.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
49,1,1,128.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
21,1,1,112.5,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
23,1,1,70.0,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
27,1,1,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,1,1,93.0,0.0,4,1,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
32,1,1,165.0,0.0,4,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
37,1,1,74.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,1,1,79.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
46,1,0,92.5,0.0,2,1,-1,0,0,1,0,3,1,0,0,0,0,0,0,0
33,1,1,192.0,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
21,1,1,39.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
25,0,1,35.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
25,1,1,119.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
53,1,1,0.0,0.0,2,0,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
34,0,1,99.0,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,0,1,194.0,0.0,1,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0
30,1,1,70.5,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,1,0,70.5,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
37,1,0,198.0,0.0,3,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
19,1,1,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,1,1,44.0,0.0,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
29,0,1,122.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,1,1,61.0,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,1,0,73.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
36,0,1,74.5,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
63,0,1,90.0,0.0,4,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
23,1,0,171.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,1,0
54,1,1,87.5,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,1,0
23,1,1,181.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
39,1,1,194.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
23,1,1,86.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
47,1,0,182.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
55,1,1,149.5,0.0,3,1,-1,0,1,0,0,3,0,0,0,0,0,0,0,0
39,1,0,163.5,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
39,0,0,196.5,0.0,3,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
33,1,1,155.0,0.0,3,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
34,1,1,81.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
31,1,1,143.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
25,1,1,62.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
69,1,1,60.0,0.0,5,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
41,1,1,124.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
28,1,0,92.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,1,1,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
62,1,1,31.0,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
44,1,1,192.0,0.0,2,0,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
31,0,1,141.0,0.0,2,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
46,1,0,197.5,0.0,3,0,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
28,1,1,68.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
32,0,0,123.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,1,1,160.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
26,1,1,172.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
28,1,1,125.0,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,1,1,170.5,0.0,3,1,-1,0,0,0,0,2,0,0,0,0,0,1,0,0
43,0,1,195.0,0.0,4,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
31,1,1,67.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
36,1,1,118.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
32,1,1,174.0,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
39,0,1,116.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
29,1,1,43.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
41,1,1,159.0,0.0,2,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
31,1,0,0.0,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
37,1,1,153.5,0.0,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
42,1,1,110.5,0.0,4,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
43,0,1,111.5,0.0,6,1,-1,0,0,0,0,15,0,0,0,0,0,0,0,0
34,1,1,42.5,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
31,0,1,162.5,0.0,2,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
44,0,1,195.0,0.0,4,0,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
29,1,1,199.0,0.0,3,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
24,1,1,156.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,1,0,130.5,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
27,0,1,146.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,1,195.5,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
27,1,1,51.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
24,1,1,30.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
54,1,1,109.5,0.0,4,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
25,1,1,142.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
49,1,1,151.0,0.0,3,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,1,48.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
55,0,1,136.0,0.0,3,1,-1,0,0,1,0,3,1,0,0,0,0,0,0,0
23,1,1,193.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
22,1,0,78.0,0.0,3,1,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
33,1,1,124.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
34,1,1,122.5,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,1,1,92.0,0.0,3,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
25,1,0,36.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
27,1,1,61.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
35,1,0,33.0,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
43,1,1,86.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
23,0,0,133.5,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
43,0,1,144.0,0.0,4,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
32,0,1,80.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
34,0,1,190.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
35,1,1,111.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,1,1,182.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
40,1,1,70.0,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
22,1,0,0.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
48,1,1,116.0,0.0,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
40,0,1,113.0,0.0,3,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
24,1,1,197.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
27,1,1,129.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
47,0,1,184.5,0.0,5,0,-1,0,0,0,0,8,0,0,0,0,0,0,0,0
44,1,0,169.5,0.0,2,0,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
32,1,1,151.5,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
25,1,1,155.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
27,0,1,51.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
42,1,1,167.0,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
28,0,1,34.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,1,90.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
52,1,1,166.5,0.0,4,0,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
27,1,1,102.5,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
60,1,1,88.5,0.0,4,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
60,1,1,98.0,0.0,3,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
33,1,1,158.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
36,1,1,63.0,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,0,1,183.5,0.0,3,1,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
30,1,1,151.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,1,0
46,0,1,129.0,0.0,3,0,-1,0,0,0,0,3,0,0,0,0,0,0,1,0
30,1,1,57.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
35,1,1,103.0,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
34,1,1,54.5,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
27,1,1,151.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
54,1,1,76.5,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
52,1,1,72.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
40,1,1,155.0,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,1,1,148.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
31,1,1,181.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,1,63.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
20,1,1,139.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
31,1,1,54.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,1,1,133.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
55,0,1,106.0,0.0,3,0,-1,0,0,1,0,3,0,0,0,0,0,0,0,0
38,1,1,70.5,0.0,3,0,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
23,1,1,167.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,1,0,85.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
21,1,1,34.5,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
27,1,1,145.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,1,1,112.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
72,0,1,124.0,0.0,3,1,-1,1,0,0,0,3,0,0,0,0,0,0,0,0
38,1,1,95.5,0.0,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
25,1,1,95.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
28,1,1,114.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
33,1,1,70.0,0.0,4,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
43,1,1,137.5,0.0,3,0,-1,0,0,0,0,3,0,0,0,0,0,0,1,0
31,1,1,162.5,0.0,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
27,1,1,74.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
25,0,1,101.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
29,1,1,81.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
23,1,1,82.5,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
29,1,1,78.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,1,1,136.5,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
62,1,1,165.0,0.0,4,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,0,0,148.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
32,1,1,0.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
75,1,1,125.0,0.0,4,0,-1,0,0,1,0,3,1,0,0,0,0,0,0,0
33,1,1,45.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,1,1,88.0,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
24,1,1,173.5,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
26,1,1,190.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
45,1,1,197.0,0.0,3,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
22,0,1,66.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,1,1,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
45,1,1,155.0,0.0,3,1,-1,0,0,1,0,3,1,0,0,0,0,0,0,0
21,1,0,128.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,1,0,110.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
21,1,1,47.0,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
55,1,1,87.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
20,1,1,85.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
23,0,1,177.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
33,1,1,187.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
22,1,1,175.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
49,1,1,60.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
30,1,1,162.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
31,0,1,74.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
20,1,1,89.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
30,1,1,161.5,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,0,1,168.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
32,1,1,83.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,1,1,168.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
26,0,1,196.0,0.0,2,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
29,1,1,172.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,1,1,167.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,1,1,148.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
24,1,1,79.5,0.0,2,1,-1,0,0,0,0,4,0,0,0,0,0,0,0,0
46,0,0,0.0,0.0,4,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
24,1,0,158.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
20,1,0,80.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
27,1,1,189.5,0.0,1,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
25,1,1,187.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
76,1,1,57.0,0.0,2,1,-1,1,0,0,0,3,0,0,0,0,0,1,0,0
24,1,1,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
46,1,1,0.0,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,1,1,166.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
31,0,1,0.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
31,1,1,94.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
30,1,0,179.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
43,1,0,157.5,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,1,1,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,1,0,0,0,1,0
40,1,1,126.5,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,1,1,158.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
53,1,1,199.0,0.0,3,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
20,1,1,147.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
26,1,1,141.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
25,1,1,105.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
24,1,1,154.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
26,1,0,171.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
71,1,1,131.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,1,1,124.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
25,1,1,41.0,0.0,1,0,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
32,1,1,67.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
26,1,0,105.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,1,0,0
29,1,0,52.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,1,1,100.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
39,1,1,135.5,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
37,1,0,180.0,0.0,4,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
23,1,1,59.5,0.0,3,1,-1,0,0,0,0,6,0,0,0,0,0,0,1,0
40,1,1,167.0,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
26,0,1,171.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
36,1,1,41.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
44,1,1,73.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
70,1,1,185.0,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
31,1,1,39.0,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,1,0
26,1,1,89.0,0.0,2,0,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
28,1,1,83.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,1,1,112.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
29,1,1,154.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
25,1,1,170.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
28,1,1,69.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
43,1,1,117.0,0.0,2,1,-1,0,0,0,1,3,1,0,0,0,0,0,0,0
20,1,1,34.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
27,1,0,66.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
60,1,1,136.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
49,1,1,62.5,0.0,2,0,-1,0,0,1,0,3,1,0,0,0,0,0,0,0
42,1,1,153.0,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
31,1,1,78.0,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
29,1,1,179.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
43,1,1,64.0,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
34,1,1,172.5,0.0,3,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0
23,1,1,51.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
31,0,1,147.0,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
64,1,1,120.5,0.0,5,1,-1,0,0,0,0,10,0,0,0,0,0,0,0,0
31,0,1,102.0,0.0,2,1,-1,0,0,0,0,3,0,0,1,0,0,0,0,0
28,0,1,181.5,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
24,1,1,97.5,0.0,3,1,-1,0,0,0,0,5,0,0,0,0,0,0,0,0
30,1,0,179.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
33,1,1,172.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,1,1,55.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
66,1,1,130.5,0.0,2,0,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
55,1,1,134.5,0.0,3,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
33,1,1,64.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
52,1,1,32.5,0.0,3,0,-1,0,0,0,0,6,0,0,0,0,0,0,0,0
57,1,1,107.5,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
53,0,1,59.5,0.0,4,1,-1,0,0,1,0,6,0,0,0,0,0,0,0,0
35,0,0,87.5,0.0,2,0,-1,0,0,0,0,3,0,0,0,0,0,1,0,0
42,1,1,154.5,0.0,2,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
23,1,1,60.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
23,1,0,197.5,0.0,3,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0
29,0,1,57.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
20,1,1,76.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
32,0,0,0.0,0.0,2,1,-1,0,0,0,0,3,1,0,0,0,0,0,0,0
