url_len,who_is,https,js_len,www_count,embed_url_count,count@,shortened_url,http_count,space_count,?_count,suspicious,tld_length,if_com,if_porn_u,if_safety_u,if_ali_d,if_jd_d,if_usa,if_india,if_africa,if_korea
45,0,1,175.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
64,0,1,72.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
23,1,1,178.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
38,1,0,143.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
29,1,0,155.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
35,1,0,138.0,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
51,1,1,181.0,1,-1,0,1,1,0,1,0,3,1,0,0,0,0,1,0,0,0
45,1,1,34.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
19,0,1,159.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
85,0,1,79.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
52,1,0,62.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
38,1,1,175.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
66,1,1,77.5,1,-1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0
38,1,1,88.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
21,1,1,197.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
34,0,1,126.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
30,1,1,95.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
26,1,1,188.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
31,0,1,93.5,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0
28,1,1,85.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
43,1,1,81.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
54,1,1,126.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
47,0,1,163.5,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0
23,1,1,188.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
33,1,1,160.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
22,1,1,141.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
30,0,0,187.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
31,1,1,44.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
26,1,1,184.0,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
47,1,1,48.5,0,-1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0
28,1,1,176.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
32,0,1,35.0,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
46,1,0,52.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
29,1,0,151.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
41,1,0,77.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
79,1,1,64.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
24,1,0,127.5,0,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
28,1,1,156.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
31,1,0,104.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
20,1,1,39.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
50,1,1,68.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
26,1,1,35.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
27,1,1,82.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
38,1,1,183.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
27,1,1,171.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
32,1,1,134.0,1,-1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0
34,1,0,115.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
53,1,1,142.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
90,1,1,46.5,1,-1,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,0
29,1,1,174.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
56,1,1,168.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
56,1,1,0.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
26,0,1,141.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
32,0,1,139.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
24,0,1,65.5,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
63,0,1,106.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
63,1,1,64.0,0,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
31,1,1,98.0,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
30,0,1,120.5,1,-1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0
34,1,1,173.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
18,1,1,48.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
36,1,1,97.5,1,-1,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,0
33,0,0,34.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
31,1,1,148.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
31,1,1,135.0,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
26,1,0,146.0,0,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
32,1,0,190.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
23,1,1,194.5,0,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
23,1,1,187.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
34,1,1,87.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
38,1,1,94.5,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
66,1,1,73.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0
25,1,1,32.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
37,1,1,194.0,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
40,1,1,133.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
24,0,1,140.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
31,1,1,92.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
46,1,1,191.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
29,1,1,152.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
20,1,1,123.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
32,1,0,179.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
39,1,1,104.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
32,0,1,71.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
30,1,1,47.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
37,1,1,92.5,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0
33,1,1,0.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
26,1,1,172.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
35,1,1,0.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
34,1,1,56.0,0,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
19,1,1,78.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
36,1,0,0.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
19,1,1,59.0,0,-1,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
45,1,1,90.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
24,1,1,149.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
28,1,0,105.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
44,1,1,63.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
32,0,1,90.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
25,1,1,170.5,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
49,0,1,0.0,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
27,1,0,92.0,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
24,1,1,30.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
45,1,1,195.0,0,-1,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0
46,1,1,79.5,0,-1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0
34,1,1,0.0,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
31,0,0,167.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
31,1,1,47.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
24,1,1,110.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
27,1,1,67.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
43,1,0,165.0,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0
18,1,1,141.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
23,1,1,30.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
26,1,1,152.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
36,1,1,0.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
18,1,1,93.0,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
25,1,1,166.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
35,1,1,68.5,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0
27,1,0,49.5,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
36,1,1,143.5,1,-1,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0
31,0,1,31.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
26,1,0,70.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
26,1,1,164.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
35,1,1,76.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
41,1,1,55.0,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
40,1,0,122.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
38,1,1,88.0,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
31,1,0,108.5,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
37,0,1,46.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0
27,0,1,67.0,1,-1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
20,0,1,195.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
29,0,1,77.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
46,1,1,85.5,1,-1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0
41,1,1,150.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
31,0,1,153.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
35,1,1,41.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
25,1,1,94.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
30,1,1,114.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
63,1,0,57.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
26,1,0,61.5,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
42,1,1,198.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
35,0,1,33.5,0,-1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
29,1,1,186.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
25,1,1,0.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
25,1,1,185.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
40,1,1,144.0,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
29,1,1,40.5,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0
22,1,1,55.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
56,1,1,169.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
35,1,1,123.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
26,0,1,112.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
26,1,1,135.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
29,1,1,96.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
38,0,1,127.0,0,-1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
20,1,1,116.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
35,1,1,51.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
72,0,1,135.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
51,1,1,64.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
25,1,1,74.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
31,1,1,84.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
42,1,1,199.0,0,-1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0
32,1,1,143.5,0,-1,0,1,1,0,0,0,12,0,0,0,0,0,1,0,0,0
41,1,1,51.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
58,0,1,49.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
47,1,1,71.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
52,0,0,163.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
87,1,1,52.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
37,0,0,84.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
47,1,1,74.5,0,-1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0
61,1,1,69.5,1,-1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0
31,1,0,171.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
22,1,1,62.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
39,0,1,92.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
28,0,1,177.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
48,0,1,106.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
34,0,1,44.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
25,1,1,153.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
26,1,1,149.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
41,1,1,158.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
53,0,1,34.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
46,1,1,96.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0
27,1,1,171.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
35,1,0,178.0,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
28,1,1,92.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
45,1,1,127.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
45,1,1,88.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
49,1,0,37.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
25,1,1,41.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
23,1,1,142.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
34,0,0,146.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
24,1,1,125.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
28,1,1,131.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
26,0,1,78.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
34,1,0,196.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
48,0,1,179.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
53,1,1,33.5,0,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
44,1,1,173.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
28,1,1,158.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
31,1,1,138.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
30,1,0,129.5,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
26,1,1,109.0,1,-1,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0
24,1,1,73.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
28,1,1,166.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
25,1,0,100.0,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0
20,1,1,77.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
67,1,1,179.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
22,1,1,140.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
32,1,1,54.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
18,1,1,132.5,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
34,1,1,77.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
42,1,0,91.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
35,0,1,117.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
26,1,1,168.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
37,0,1,30.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
43,1,1,76.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0
33,1,1,63.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
27,1,1,174.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
22,1,1,160.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
32,0,1,162.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
101,1,0,0.0,1,-1,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,0
25,1,1,39.0,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
32,1,1,195.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
21,1,1,140.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
38,1,0,38.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
46,1,1,96.0,0,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
26,0,1,149.5,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
44,0,1,98.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
34,0,1,193.5,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
33,1,1,107.5,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
30,1,0,128.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
24,0,1,177.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
32,1,1,181.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
71,1,1,184.5,0,-1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0
35,0,1,56.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
28,1,1,0.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
34,1,1,0.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
20,0,1,135.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
50,1,1,34.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
29,1,1,159.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
27,1,1,70.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
48,0,1,45.5,0,-1,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0
52,1,1,188.5,1,-1,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0
24,1,1,59.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0
26,1,1,0.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
59,1,0,145.5,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
22,1,0,142.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
24,1,0,95.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
22,0,1,141.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
33,1,1,157.0,1,-1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
26,0,0,84.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
25,1,0,198.0,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
36,1,1,137.5,0,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
53,1,1,103.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
18,1,0,140.5,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
33,1,1,114.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
49,0,1,83.5,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
27,1,1,86.5,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0
29,1,1,80.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
47,1,1,54.0,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
26,1,0,98.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
27,0,1,127.0,1,-1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
23,0,0,89.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
40,1,1,159.5,0,-1,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,0
53,1,1,166.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
31,1,1,177.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
22,1,0,0.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
18,1,1,160.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
31,1,1,107.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
36,0,1,46.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
29,1,0,145.5,0,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
52,0,1,151.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
23,1,1,149.0,1,-1,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0
26,1,1,36.5,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0
29,1,1,153.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
26,1,1,48.0,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
34,0,1,119.5,0,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0
35,0,0,197.5,1,-1,0,0,1,0,0,0,3,1,0,0,1,0,1,0,0,0
36,1,1,113.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
31,1,0,188.0,0,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
23,1,1,179.0,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
22,1,1,61.5,1,-1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
22,1,1,124.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
30,1,0,195.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
40,1,1,100.5,0,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
31,1,1,175.0,1,-1,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0
28,1,1,87.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
27,1,1,153.5,1,-1,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0
33,1,1,80.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
44,1,0,134.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
24,1,1,125.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
25,1,1,52.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
24,1,1,105.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
97,1,1,46.5,1,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
21,1,0,63.5,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
22,1,0,142.0,1,-1,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
34,1,1,36.0,1,-1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
21,0,0,105.5,1,-1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
